name|speaker|orth|translation|start|end
_ThjAGMxOkI--62|Signer01|if a couple have only daughter or daughters and no son what will they do|if a couple have only daughter or daughters and no son what will they do|-1|-1
_ThjAGMxOkI--71|Signer01|we will then make a video and share it with you all|we will then make a video and share it with you all|-1|-1
VCMKYAkCNyk--1|Signer01|you can watch the ish news video here on this link|you can watch the ish news video here on this link|-1|-1
VCMKYAkCNyk--6|Signer01|this is the first time that india won more than 100 medals|this is the first time that india won more than 100 medals|-1|-1
VCMKYAkCNyk--9|Signer01|india won the toss and chose to bowl|india won the toss and chose to bowl|-1|-1
VCMKYAkCNyk--12|Signer01|afghanistan was given the silver medal|afghanistan was given the silver medal|-1|-1
VCMKYAkCNyk--24|Signer01|what a proud moment for india|what a proud moment for india|-1|-1
GayvBexIkIs--6|Signer01|then you all must learn sign language|then you all must learn sign language|-1|-1
GayvBexIkIs--7|Signer01|hearing people say learning sign language is very difficult but it actually very easy|hearing people say learning sign language is very difficult but it actually very easy|-1|-1
GayvBexIkIs--13|Signer01|the fees are rs 2 000 for one month|the fees are rs 2 000 for one month|-1|-1
GayvBexIkIs--17|Signer01|hold on i want say something|hold on i want say something|-1|-1
GayvBexIkIs--21|Signer01|you will enjoy|you will enjoy|-1|-1
s2vP3P5pF2k--1|Signer01|here is the full story|here is the full story|-1|-1
s2vP3P5pF2k--7|Signer01|if there is a shortage of paper they why cannot they just buy it|if there is a shortage of paper they why cannot they just buy it|-1|-1
s2vP3P5pF2k--26|Signer01|people said the government needs to do course and improve their management skills|people said the government needs to do course and improve their management skills|-1|-1
s2vP3P5pF2k--28|Signer01|they have no idea when the situation will improve|they have no idea when the situation will improve|-1|-1
cD4RXKTsoqQ--17|Signer01|for example there are many associations government bodies leaders etc who hold meetings and discussions|for example there are many associations government bodies leaders etc who hold meetings and discussions|-1|-1
cD4RXKTsoqQ--20|Signer01|hence it is important deaf men and women are granted equal status|hence it is important deaf men and women are granted equal status|-1|-1
cD4RXKTsoqQ--25|Signer01|hearing people can be safe as they have full access|hearing people can be safe as they have full access|-1|-1
cD4RXKTsoqQ--30|Signer01|access to sign language services will help them understand better|access to sign language services will help them understand better|-1|-1
cD4RXKTsoqQ--33|Signer01|the government healthcare information about various illness in the spoken language|the government healthcare information about various illness in the spoken language|-1|-1
7zOlkK7ch4U--1|Signer01|a shocking incident occured at the mall on 13th april 2024|a shocking incident occured at the mall on 13th april 2024|-1|-1
7zOlkK7ch4U--2|Signer01|6 people died in the mall how|6 people died in the mall how|-1|-1
7zOlkK7ch4U--9|Signer01|who was the 40 year old man|who was the 40 year old man|-1|-1
7zOlkK7ch4U--31|Signer01|they put the shopping center under lockdown until they complete the investigation|they put the shopping center under lockdown until they complete the investigation|-1|-1
7zOlkK7ch4U--33|Signer01|later they closed the mall and started the investigation again|later they closed the mall and started the investigation again|-1|-1
J4XC7XCfeiE--1|Signer01|the cancer had spread to her mother brain and heart her time was limited|the cancer had spread to her mother brain and heart her time was limited|-1|-1
J4XC7XCfeiE--2|Signer01|rakhi was devastated on 28 january 2023 she posted a video on instagram|rakhi was devastated on 28 january 2023 she posted a video on instagram|-1|-1
J4XC7XCfeiE--6|Signer01|eventually her mother passed away|eventually her mother passed away|-1|-1
J4XC7XCfeiE--16|Signer01|rakhi covered the body with soil and flowers how heartbreaking|rakhi covered the body with soil and flowers how heartbreaking|-1|-1
J4XC7XCfeiE--18|Signer01|wow so many people came to offer support|wow so many people came to offer support|-1|-1
9zQleTPz3oQ--5|Signer01|are you deaf and are having problems with your hearing parents|are you deaf and are having problems with your hearing parents|-1|-1
9zQleTPz3oQ--6|Signer01|there is no problem between deaf and hearing people|there is no problem between deaf and hearing people|-1|-1
9zQleTPz3oQ--7|Signer01|the point is sign language|the point is sign language|-1|-1
9zQleTPz3oQ--8|Signer01|just by learning this everyone can communicate easily|just by learning this everyone can communicate easily|-1|-1
9zQleTPz3oQ--15|Signer01|the fees are just rs 2 000 it so cheap|the fees are just rs 2 000 it so cheap|-1|-1
_wXUQzJjw2Q--14|Signer01|however they were all ignored|however they were all ignored|-1|-1
_wXUQzJjw2Q--15|Signer01|on 14th february the protest continued at the same place|on 14th february the protest continued at the same place|-1|-1
_wXUQzJjw2Q--23|Signer01|and dropped them 50 km away from chennai at 3 30 am|and dropped them 50 km away from chennai at 3 30 am|-1|-1
_wXUQzJjw2Q--24|Signer01|was this right shocking|was this right shocking|-1|-1
_wXUQzJjw2Q--25|Signer01|the protests are still going on let me tell their demands|the protests are still going on let me tell their demands|-1|-1
r44WJN2deck--0|Signer01|we all began the new year on a good note|we all began the new year on a good note|-1|-1
r44WJN2deck--4|Signer01|the incident occurred on 2nd january 2024 and is extremely shocking|the incident occurred on 2nd january 2024 and is extremely shocking|-1|-1
r44WJN2deck--12|Signer01|14 people were injured in the accident|14 people were injured in the accident|-1|-1
r44WJN2deck--18|Signer01|a special investigation team has been formed|a special investigation team has been formed|-1|-1
r44WJN2deck--22|Signer01|take off and landing of all the other flights at the airport were immediately stopped|take off and landing of all the other flights at the airport were immediately stopped|-1|-1
lvDGfx0ILRI--0|Signer01|this is really good news|this is really good news|-1|-1
f2tZrB3s400--15|Signer01|whenever it rains there are certain rules for the match|whenever it rains there are certain rules for the match|-1|-1
f2tZrB3s400--21|Signer01|this is why the finals are going to be held today on 29th may 2023|this is why the finals are going to be held today on 29th may 2023|-1|-1
f2tZrB3s400--32|Signer01|so these are the rules|so these are the rules|-1|-1
8RsDc2MkMIo--4|Signer01|this is my favourite thanks|this is my favourite thanks|-1|-1
8RsDc2MkMIo--9|Signer01|before it was rs 2|before it was rs 2|-1|-1
8RsDc2MkMIo--14|Signer01|they are delicious i have never stopped this|they are delicious i have never stopped this|-1|-1
8RsDc2MkMIo--25|Signer01|i never heard about this so shocking who shared this image|i never heard about this so shocking who shared this image|-1|-1
8RsDc2MkMIo--38|Signer01|people could not understand and were shocked|people could not understand and were shocked|-1|-1
ADbLePtyUyg--5|Signer01|want to know what juice this is|want to know what juice this is|-1|-1
ADbLePtyUyg--7|Signer01|we know what you may be thinking -|we know what you may be thinking -|-1|-1
ADbLePtyUyg--20|Signer01|it does not have any taste|it does not have any taste|-1|-1
ADbLePtyUyg--63|Signer01|come so if you have any questions on your mind let answer them now|come so if you have any questions on your mind let answer them now|-1|-1
ADbLePtyUyg--85|Signer01|to watch our other videos click here|to watch our other videos click here|-1|-1
OViR4I-I5GM--2|Signer01|qatar government had sentenced the 8 navy officials to death|qatar government had sentenced the 8 navy officials to death|-1|-1
OViR4I-I5GM--3|Signer01|ish had released a video on this you can have a look at it here|ish had released a video on this you can have a look at it here|-1|-1
OViR4I-I5GM--4|Signer01|in december 2023 there was an event in dubai where pm modi|in december 2023 there was an event in dubai where pm modi|-1|-1
OViR4I-I5GM--9|Signer01|the recent update is actually good news|the recent update is actually good news|-1|-1
OViR4I-I5GM--12|Signer01|seven of them have already returned to india and remaining one will come soon|seven of them have already returned to india and remaining one will come soon|-1|-1
lWEwn6Xks1U--21|Signer01|the teachers would look at the board speak and i would miss what they said|the teachers would look at the board speak and i would miss what they said|-1|-1
lWEwn6Xks1U--24|Signer01|as i was learning later i fell in love with reading|as i was learning later i fell in love with reading|-1|-1
lWEwn6Xks1U--91|Signer01|there are 5 000 interpreters|there are 5 000 interpreters|-1|-1
lWEwn6Xks1U--120|Signer01|your relationship with your friends family workers they all make the person you are|your relationship with your friends family workers they all make the person you are|-1|-1
lWEwn6Xks1U--174|Signer01|many times you do not know what your dream is|many times you do not know what your dream is|-1|-1
lU5vFtQzTs0--0|Signer01|the government ordered a lockdown due to the spread of covid-19|the government ordered a lockdown due to the spread of covid-19|-1|-1
lU5vFtQzTs0--2|Signer01|does it mean you cannot go out for food no food is priority|does it mean you cannot go out for food no food is priority|-1|-1
lU5vFtQzTs0--11|Signer01|covid-19 is extremely dangerous you need to be aware about this and be very careful|covid-19 is extremely dangerous you need to be aware about this and be very careful|-1|-1
lU5vFtQzTs0--32|Signer01|first put important things on the list like tea wheat sugar etc|first put important things on the list like tea wheat sugar etc|-1|-1
lU5vFtQzTs0--62|Signer01|so you do not have to go out again and again|so you do not have to go out again and again|-1|-1
S9ymb66ZqqY--1|Signer01|however with the taliban taking control over afghanistan|however with the taliban taking control over afghanistan|-1|-1
-bix2oGI8Is--19|Signer01|no one tells you to stay also i know that i will never get answers|no one tells you to stay also i know that i will never get answers|-1|-1
-bix2oGI8Is--20|Signer01|so it is better to move on|so it is better to move on|-1|-1
qA10Rkk5hMM--3|Signer01|this made me so happy you know why|this made me so happy you know why|-1|-1
qA10Rkk5hMM--12|Signer01|so come on apply|so come on apply|-1|-1
qA10Rkk5hMM--16|Signer01|the course will be held on zoom it will start from 16th january 2023|the course will be held on zoom it will start from 16th january 2023|-1|-1
qA10Rkk5hMM--26|Signer01|so hurry up and apply|so hurry up and apply|-1|-1
qA10Rkk5hMM--28|Signer01|the course starts from 16th january 2023 the fees is rs 3 000|the course starts from 16th january 2023 the fees is rs 3 000|-1|-1
NME24UNJyAg--1|Signer01|they will be very happy|they will be very happy|-1|-1
NME24UNJyAg--9|Signer01|now the good news is that you can take board exams twice|now the good news is that you can take board exams twice|-1|-1
NME24UNJyAg--13|Signer01|all students in 10th and 12th can take their board exams twice|all students in 10th and 12th can take their board exams twice|-1|-1
NME24UNJyAg--15|Signer01|instead they should reduce the stress be comfortable and happy with education|instead they should reduce the stress be comfortable and happy with education|-1|-1
